Ref,Val,Package,PosX,PosY,Rot,Side
"J2","INTEGRAL_MALE_FPC_39P_BACK","REV_G_MALE_TONGUE_39P",176.200000,-101.700000,0.000000,bottom
"J1","FH26W-39S-0.3SHW_60_","HRS_FH26W-39S-0.3SHW_60_",111.725000,-101.675000,-90.000000,top
